evaluation_id,analysis_date,alert_id,alert_timestamp,alert_description,predicted_ttps,predicted_cves,real_ttps,real_cves,report_path,execution_time,token_usage,llm_calls,node_breakdown
EVAL-0CD507,2026-06-12 11:03:15.409618,1760440036.1013126,2025-10-14 11:07:16.201000+00:00,Executed recursive query of all files using ls command.,['T1083'],[],['T1083'],[],,4.31,"{'prompt_tokens': 8077, 'completion_tokens': 1203, 'total_tokens': 9280}",2,"{""classification"": {""duration_s"": 1.25, ""prompt_tokens"": 36832, ""completion_tokens"": 2873, ""total_tokens"": 39705}, ""mitre_search_node"": {""duration_s"": 0.09, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 2.95, ""prompt_tokens"": 99389, ""completion_tokens"": 33349, ""total_tokens"": 132738}, ""cve_search_node"": {""duration_s"": 0.12, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}"
EVAL-0CD507,2026-06-12 11:03:19.368506,1765797046.991278,2025-12-15 11:10:46.939000+00:00,Interface entered in promiscuous(sniffing) mode.,['T1040'],[],['T1040'],[],,3.96,"{'prompt_tokens': 5217, 'completion_tokens': 1022, 'total_tokens': 6239}",2,"{""classification"": {""duration_s"": 0.95, ""prompt_tokens"": 38020, ""completion_tokens"": 2995, ""total_tokens"": 41015}, ""mitre_search_node"": {""duration_s"": 0.04, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 2.97, ""prompt_tokens"": 103418, ""completion_tokens"": 34249, ""total_tokens"": 137667}, ""cve_search_node"": {""duration_s"": 0.12, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}"
EVAL-33B16C,2026-06-12 15:04:33.289011,1758566220.114981,2025-09-22 18:37:00.601000+00:00,Processes running for all users were queried with ps command.,['T1057'],[],['T1057'],[],reports/report_1758566220.114981.md,15.49,"{'prompt_tokens': 9402, 'completion_tokens': 2063, 'total_tokens': 11465}",3,"{""classification"": {""duration_s"": 5.01, ""prompt_tokens"": 2888, ""completion_tokens"": 129, ""total_tokens"": 3017}, ""mitre_search_node"": {""duration_s"": 0.1, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 5.2, ""prompt_tokens"": 4543, ""completion_tokens"": 1185, ""total_tokens"": 5728}, ""final_report_node"": {""duration_s"": 4.97, ""prompt_tokens"": 1971, ""completion_tokens"": 749, ""total_tokens"": 2720}}"
EVAL-33B16C,2026-06-12 15:04:48.597886,1758567061.1156068,2025-09-22 18:51:01.034000+00:00,sshd: authentication success.,"['T1021', 'T1021.004', 'T1078', 'T1078.001']",[],"['T1078', 'T1021']",[],reports/report_1758567061.1156068.md,15.31,"{'prompt_tokens': 8980, 'completion_tokens': 3266, 'total_tokens': 12246}",3,"{""classification"": {""duration_s"": 1.07, ""prompt_tokens"": 1352, ""completion_tokens"": 102, ""total_tokens"": 1454}, ""mitre_search_node"": {""duration_s"": 0.06, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 11.17, ""prompt_tokens"": 5053, ""completion_tokens"": 2498, ""total_tokens"": 7551}, ""final_report_node"": {""duration_s"": 2.99, ""prompt_tokens"": 2575, ""completion_tokens"": 666, ""total_tokens"": 3241}}"
EVAL-33B16C,2026-06-12 15:05:01.061144,1758567061.115612,2025-09-22 18:51:01.061000+00:00,PAM: Login session opened.,"['T1021.004', 'T1078', 'T1078.001', 'T1021']",[],['T1078'],[],reports/report_1758567061.115612.md,12.46,"{'prompt_tokens': 8064, 'completion_tokens': 3237, 'total_tokens': 11301}",3,"{""classification"": {""duration_s"": 1.09, ""prompt_tokens"": 1222, ""completion_tokens"": 123, ""total_tokens"": 1345}, ""mitre_search_node"": {""duration_s"": 0.07, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 8.38, ""prompt_tokens"": 4282, ""completion_tokens"": 2511, ""total_tokens"": 6793}, ""final_report_node"": {""duration_s"": 2.92, ""prompt_tokens"": 2560, ""completion_tokens"": 603, ""total_tokens"": 3163}}"
EVAL-33B16C,2026-06-12 15:05:09.388938,1758567062.115628,2025-09-22 18:51:02.101000+00:00,Wazuh agent stopped.,['T1685'],[],['T1685'],[],reports/report_1758567062.115628.md,8.33,"{'prompt_tokens': 5356, 'completion_tokens': 1928, 'total_tokens': 7284}",3,"{""classification"": {""duration_s"": 1.65, ""prompt_tokens"": 1078, ""completion_tokens"": 112, ""total_tokens"": 1190}, ""mitre_search_node"": {""duration_s"": 0.03, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.86, ""prompt_tokens"": 3322, ""completion_tokens"": 1156, ""total_tokens"": 4478}, ""final_report_node"": {""duration_s"": 2.78, ""prompt_tokens"": 956, ""completion_tokens"": 660, ""total_tokens"": 1616}}"
EVAL-33B16C,2026-06-12 15:05:18.344447,1758567202.1156735,2025-09-22 18:53:22.278000+00:00,First time user executed sudo.,"['T1548.003', 'T1548']",[],['T1548.003'],[],reports/report_1758567202.1156735.md,8.95,"{'prompt_tokens': 6735, 'completion_tokens': 2385, 'total_tokens': 9120}",3,"{""classification"": {""duration_s"": 1.32, ""prompt_tokens"": 1090, ""completion_tokens"": 118, ""total_tokens"": 1208}, ""mitre_search_node"": {""duration_s"": 0.04, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 4.64, ""prompt_tokens"": 4113, ""completion_tokens"": 1640, ""total_tokens"": 5753}, ""final_report_node"": {""duration_s"": 2.93, ""prompt_tokens"": 1532, ""completion_tokens"": 627, ""total_tokens"": 2159}}"
EVAL-33B16C,2026-06-12 15:05:30.487757,1758567202.1156857,2025-09-22 18:53:22.295000+00:00,Successful sudo executed.,"['T1548.003', 'T1548']",[],['T1548.003'],[],reports/report_1758567202.1156857.md,12.14,"{'prompt_tokens': 9510, 'completion_tokens': 2740, 'total_tokens': 12250}",3,"{""classification"": {""duration_s"": 1.7, ""prompt_tokens"": 1260, ""completion_tokens"": 189, ""total_tokens"": 1449}, ""mitre_search_node"": {""duration_s"": 0.03, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""cve_search_node"": {""duration_s"": 0.37, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 5.73, ""prompt_tokens"": 6594, ""completion_tokens"": 1832, ""total_tokens"": 8426}, ""final_report_node"": {""duration_s"": 4.34, ""prompt_tokens"": 1656, ""completion_tokens"": 719, ""total_tokens"": 2375}}"
EVAL-33B16C,2026-06-12 15:05:40.411347,1758567362.115914,2025-09-22 18:56:02.451000+00:00,New user added to the system.,"['T1136.001', 'T1136', 'T1036.010']",[],['T1136'],[],reports/report_1758567362.115914.md,9.92,"{'prompt_tokens': 7000, 'completion_tokens': 2475, 'total_tokens': 9475}",3,"{""classification"": {""duration_s"": 1.02, ""prompt_tokens"": 1432, ""completion_tokens"": 102, ""total_tokens"": 1534}, ""mitre_search_node"": {""duration_s"": 0.03, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 5.9, ""prompt_tokens"": 3797, ""completion_tokens"": 1717, ""total_tokens"": 5514}, ""final_report_node"": {""duration_s"": 2.96, ""prompt_tokens"": 1771, ""completion_tokens"": 656, ""total_tokens"": 2427}}"
EVAL-33B16C,2026-06-12 15:05:50.363661,1758567542.115997,2025-09-22 18:59:02.613000+00:00,Successful sudo to ROOT executed.,"['T1548.003', 'T1548']",[],['T1548.003'],[],reports/report_1758567542.115997.md,9.95,"{'prompt_tokens': 7031, 'completion_tokens': 1700, 'total_tokens': 8731}",3,"{""classification"": {""duration_s"": 1.08, ""prompt_tokens"": 1304, ""completion_tokens"": 121, ""total_tokens"": 1425}, ""mitre_search_node"": {""duration_s"": 0.05, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 5.95, ""prompt_tokens"": 4733, ""completion_tokens"": 964, ""total_tokens"": 5697}, ""final_report_node"": {""duration_s"": 2.86, ""prompt_tokens"": 994, ""completion_tokens"": 615, ""total_tokens"": 1609}}"
EVAL-33B16C,2026-06-12 15:06:03.177183,1758565836.169357,2025-09-22 18:30:36.127000+00:00,Multiple web server 400 error codes from same source ip.,"['T1595.002', 'T1595', 'T1595.003', 'T1594']",[],['T1595.002'],[],reports/report_1758565836.169357.md,12.81,"{'prompt_tokens': 12133, 'completion_tokens': 3108, 'total_tokens': 15241}",3,"{""classification"": {""duration_s"": 1.56, ""prompt_tokens"": 3514, ""completion_tokens"": 125, ""total_tokens"": 3639}, ""mitre_search_node"": {""duration_s"": 0.03, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 6.65, ""prompt_tokens"": 5155, ""completion_tokens"": 2270, ""total_tokens"": 7425}, ""final_report_node"": {""duration_s"": 4.56, ""prompt_tokens"": 3464, ""completion_tokens"": 713, ""total_tokens"": 4177}}"
EVAL-33B16C,2026-06-12 15:06:17.963353,1758565836.1733773,2025-09-22 18:30:36.260000+00:00,Suspicious URL access.,"['T1595.002', 'T1595']",[],['T1055'],[],reports/report_1758565836.1733773.md,14.79,"{'prompt_tokens': 8266, 'completion_tokens': 2553, 'total_tokens': 10819}",3,"{""classification"": {""duration_s"": 1.59, ""prompt_tokens"": 1298, ""completion_tokens"": 222, ""total_tokens"": 1520}, ""cve_search_node"": {""duration_s"": 0.2, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.05, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 4.85, ""prompt_tokens"": 5490, ""completion_tokens"": 1582, ""total_tokens"": 7072}, ""final_report_node"": {""duration_s"": 8.13, ""prompt_tokens"": 1478, ""completion_tokens"": 749, ""total_tokens"": 2227}}"
EVAL-33B16C,2026-06-12 15:06:33.384012,1758565842.190893,2025-09-22 18:30:42.254000+00:00,Common web attack.,['T1595.003'],[],"['T1055', 'T1083', 'T1190']",[],reports/report_1758565842.190893.md,15.42,"{'prompt_tokens': 9281, 'completion_tokens': 2451, 'total_tokens': 11732}",3,"{""classification"": {""duration_s"": 1.41, ""prompt_tokens"": 1412, ""completion_tokens"": 221, ""total_tokens"": 1633}, ""mitre_search_node"": {""duration_s"": 0.05, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""cve_search_node"": {""duration_s"": 0.11, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 4.62, ""prompt_tokens"": 6561, ""completion_tokens"": 1426, ""total_tokens"": 7987}, ""final_report_node"": {""duration_s"": 9.27, ""prompt_tokens"": 1308, ""completion_tokens"": 804, ""total_tokens"": 2112}}"
EVAL-33B16C,2026-06-12 15:06:44.372611,1758565844.2307162,2025-09-22 18:30:44.272000+00:00,Multiple common web attacks from same source ip.,['T1595.002'],[],"['T1055', 'T1083']",[],reports/report_1758565844.2307162.md,10.99,"{'prompt_tokens': 12200, 'completion_tokens': 2444, 'total_tokens': 14644}",3,"{""classification"": {""duration_s"": 2.27, ""prompt_tokens"": 3248, ""completion_tokens"": 238, ""total_tokens"": 3486}, ""cve_search_node"": {""duration_s"": 0.11, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.07, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.8, ""prompt_tokens"": 6831, ""completion_tokens"": 1308, ""total_tokens"": 8139}, ""final_report_node"": {""duration_s"": 4.8, ""prompt_tokens"": 2121, ""completion_tokens"": 898, ""total_tokens"": 3019}}"
EVAL-33B16C,2026-06-12 15:07:10.982053,1758565844.2499993,2025-09-22 18:30:44.772000+00:00,XSS (Cross Site Scripting) attempt.,['T1059.007'],[],['T1059.007'],[],reports/report_1758565844.2499993.md,26.61,"{'prompt_tokens': 9121, 'completion_tokens': 2572, 'total_tokens': 11693}",3,"{""classification"": {""duration_s"": 3.11, ""prompt_tokens"": 1416, ""completion_tokens"": 189, ""total_tokens"": 1605}, ""cve_search_node"": {""duration_s"": 0.12, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.03, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 5.38, ""prompt_tokens"": 6328, ""completion_tokens"": 1610, ""total_tokens"": 7938}, ""final_report_node"": {""duration_s"": 17.98, ""prompt_tokens"": 1377, ""completion_tokens"": 773, ""total_tokens"": 2150}}"
EVAL-33B16C,2026-06-12 15:07:25.824134,1758565844.2505264,2025-09-22 18:30:44.791000+00:00,Multiple XSS (Cross Site Scripting) attempts from same source ip.,"['T1189', 'T1595.002']",[],['T1059'],[],reports/report_1758565844.2505264.md,14.84,"{'prompt_tokens': 11665, 'completion_tokens': 1934, 'total_tokens': 13599}",3,"{""classification"": {""duration_s"": 1.3, ""prompt_tokens"": 3546, ""completion_tokens"": 129, ""total_tokens"": 3675}, ""mitre_search_node"": {""duration_s"": 0.18, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 10.09, ""prompt_tokens"": 6014, ""completion_tokens"": 1072, ""total_tokens"": 7086}, ""final_report_node"": {""duration_s"": 3.25, ""prompt_tokens"": 2105, ""completion_tokens"": 733, ""total_tokens"": 2838}}"
EVAL-33B16C,2026-06-12 15:07:37.972366,1758565845.2553189,2025-09-22 18:30:45.734000+00:00,Apache: Multiple Invalid URI requests from same source.,['T1595.003'],[],['T1499'],[],reports/report_1758565845.2553189.md,12.15,"{'prompt_tokens': 11230, 'completion_tokens': 2167, 'total_tokens': 13397}",3,"{""classification"": {""duration_s"": 1.87, ""prompt_tokens"": 3296, ""completion_tokens"": 141, ""total_tokens"": 3437}, ""mitre_search_node"": {""duration_s"": 0.03, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 4.5, ""prompt_tokens"": 5754, ""completion_tokens"": 1264, ""total_tokens"": 7018}, ""final_report_node"": {""duration_s"": 5.74, ""prompt_tokens"": 2180, ""completion_tokens"": 762, ""total_tokens"": 2942}}"
EVAL-33B16C,2026-06-12 15:07:47.819907,1758565849.439895,2025-09-22 18:30:49.360000+00:00,Apache: Attempt to access forbidden directory index.,"['T1083', 'T1595.003']",[],['T1190'],[],reports/report_1758565849.439895.md,9.85,"{'prompt_tokens': 6799, 'completion_tokens': 2285, 'total_tokens': 9084}",3,"{""classification"": {""duration_s"": 1.8, ""prompt_tokens"": 1412, ""completion_tokens"": 119, ""total_tokens"": 1531}, ""mitre_search_node"": {""duration_s"": 0.04, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 5.05, ""prompt_tokens"": 3770, ""completion_tokens"": 1594, ""total_tokens"": 5364}, ""final_report_node"": {""duration_s"": 2.96, ""prompt_tokens"": 1617, ""completion_tokens"": 572, ""total_tokens"": 2189}}"
EVAL-33B16C,2026-06-12 15:08:08.835306,1758565850.4557383,2025-09-22 18:30:50.167000+00:00,SQL injection attempt.,['T1595.002'],[],['T1190'],[],reports/report_1758565850.4557383.md,21.01,"{'prompt_tokens': 8551, 'completion_tokens': 2364, 'total_tokens': 10915}",3,"{""classification"": {""duration_s"": 9.38, ""prompt_tokens"": 1422, ""completion_tokens"": 193, ""total_tokens"": 1615}, ""cve_search_node"": {""duration_s"": 0.13, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.09, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 4.06, ""prompt_tokens"": 5961, ""completion_tokens"": 1372, ""total_tokens"": 7333}, ""final_report_node"": {""duration_s"": 7.44, ""prompt_tokens"": 1168, ""completion_tokens"": 799, ""total_tokens"": 1967}}"
EVAL-33B16C,2026-06-12 15:08:20.013779,1758565857.7405014,2025-09-22 18:30:57.827000+00:00,PHP CGI-bin vulnerability attempt.,"['T1595.002', 'T1595']",[],['T1210'],[],reports/report_1758565857.7405014.md,11.18,"{'prompt_tokens': 8367, 'completion_tokens': 2534, 'total_tokens': 10901}",3,"{""classification"": {""duration_s"": 3.36, ""prompt_tokens"": 1288, ""completion_tokens"": 180, ""total_tokens"": 1468}, ""cve_search_node"": {""duration_s"": 0.11, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.04, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 4.74, ""prompt_tokens"": 5654, ""completion_tokens"": 1624, ""total_tokens"": 7278}, ""final_report_node"": {""duration_s"": 2.96, ""prompt_tokens"": 1425, ""completion_tokens"": 730, ""total_tokens"": 2155}}"
EVAL-33B16C,2026-06-12 15:08:29.173430,1760440036.1013126,2025-10-14 11:07:16.201000+00:00,Executed recursive query of all files using ls command.,"['T1083', 'T1564.001']",[],['T1083'],[],reports/report_1760440036.1013126.md,9.16,"{'prompt_tokens': 10687, 'completion_tokens': 2452, 'total_tokens': 13139}",3,"{""classification"": {""duration_s"": 1.1, ""prompt_tokens"": 3316, ""completion_tokens"": 139, ""total_tokens"": 3455}, ""mitre_search_node"": {""duration_s"": 0.04, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 4.34, ""prompt_tokens"": 4807, ""completion_tokens"": 1533, ""total_tokens"": 6340}, ""final_report_node"": {""duration_s"": 3.66, ""prompt_tokens"": 2564, ""completion_tokens"": 780, ""total_tokens"": 3344}}"
EVAL-33B16C,2026-06-12 15:08:38.137593,1765797046.991278,2025-12-15 11:10:46.939000+00:00,Interface entered in promiscuous(sniffing) mode.,['T1040'],[],['T1040'],[],reports/report_1765797046.991278.md,8.96,"{'prompt_tokens': 5946, 'completion_tokens': 1671, 'total_tokens': 7617}",3,"{""classification"": {""duration_s"": 0.88, ""prompt_tokens"": 1186, ""completion_tokens"": 113, ""total_tokens"": 1299}, ""mitre_search_node"": {""duration_s"": 0.03, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.56, ""prompt_tokens"": 4019, ""completion_tokens"": 891, ""total_tokens"": 4910}, ""final_report_node"": {""duration_s"": 4.49, ""prompt_tokens"": 741, ""completion_tokens"": 667, ""total_tokens"": 1408}}"
EVAL-95C3DB,2026-06-12 19:25:57.352619,1758566220.114981,2025-09-22 18:37:00.601000+00:00,Processes running for all users were queried with ps command.,['T1057'],[],['T1057'],[],reports/report_1758566220.114981.md,9.37,"{'prompt_tokens': 9686, 'completion_tokens': 2131, 'total_tokens': 11817}",3,"{""classification"": {""duration_s"": 1.32, ""prompt_tokens"": 2888, ""completion_tokens"": 129, ""total_tokens"": 3017}, ""mitre_search_node"": {""duration_s"": 0.17, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 4.3, ""prompt_tokens"": 4832, ""completion_tokens"": 1256, ""total_tokens"": 6088}, ""final_report_node"": {""duration_s"": 3.26, ""prompt_tokens"": 1966, ""completion_tokens"": 746, ""total_tokens"": 2712}}"
EVAL-95C3DB,2026-06-12 19:26:20.930104,1758567061.1156068,2025-09-22 18:51:01.034000+00:00,sshd: authentication success.,"['T1098.004', 'T1021.004']",[],"['T1078', 'T1021']",[],reports/report_1758567061.1156068.md,23.57,"{'prompt_tokens': 8085, 'completion_tokens': 2497, 'total_tokens': 10582}",3,"{""classification"": {""duration_s"": 15.26, ""prompt_tokens"": 1352, ""completion_tokens"": 102, ""total_tokens"": 1454}, ""mitre_search_node"": {""duration_s"": 0.08, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 5.09, ""prompt_tokens"": 5097, ""completion_tokens"": 1667, ""total_tokens"": 6764}, ""final_report_node"": {""duration_s"": 3.12, ""prompt_tokens"": 1636, ""completion_tokens"": 728, ""total_tokens"": 2364}}"
EVAL-95C3DB,2026-06-12 19:26:28.662143,1758567061.115612,2025-09-22 18:51:01.061000+00:00,PAM: Login session opened.,"['T1078.001', 'T1021']",[],['T1078'],[],reports/report_1758567061.115612.md,7.73,"{'prompt_tokens': 7679, 'completion_tokens': 1829, 'total_tokens': 9508}",3,"{""classification"": {""duration_s"": 1.0, ""prompt_tokens"": 1222, ""completion_tokens"": 123, ""total_tokens"": 1345}, ""mitre_search_node"": {""duration_s"": 0.1, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.46, ""prompt_tokens"": 5421, ""completion_tokens"": 1105, ""total_tokens"": 6526}, ""final_report_node"": {""duration_s"": 3.14, ""prompt_tokens"": 1036, ""completion_tokens"": 601, ""total_tokens"": 1637}}"
EVAL-95C3DB,2026-06-12 19:26:37.919998,1758567062.115628,2025-09-22 18:51:02.101000+00:00,Wazuh agent stopped.,"['T1685', 'T1489']",[],['T1685'],[],reports/report_1758567062.115628.md,9.25,"{'prompt_tokens': 6759, 'completion_tokens': 2301, 'total_tokens': 9060}",3,"{""classification"": {""duration_s"": 1.11, ""prompt_tokens"": 1078, ""completion_tokens"": 112, ""total_tokens"": 1190}, ""mitre_search_node"": {""duration_s"": 0.14, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 5.14, ""prompt_tokens"": 4285, ""completion_tokens"": 1534, ""total_tokens"": 5819}, ""final_report_node"": {""duration_s"": 2.84, ""prompt_tokens"": 1396, ""completion_tokens"": 655, ""total_tokens"": 2051}}"
EVAL-95C3DB,2026-06-12 19:26:48.268277,1758567202.1156735,2025-09-22 18:53:22.278000+00:00,First time user executed sudo.,['T1548.003'],[],['T1548.003'],[],reports/report_1758567202.1156735.md,10.35,"{'prompt_tokens': 7710, 'completion_tokens': 1798, 'total_tokens': 9508}",3,"{""classification"": {""duration_s"": 1.76, ""prompt_tokens"": 1090, ""completion_tokens"": 118, ""total_tokens"": 1208}, ""mitre_search_node"": {""duration_s"": 0.06, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 5.7, ""prompt_tokens"": 5827, ""completion_tokens"": 974, ""total_tokens"": 6801}, ""final_report_node"": {""duration_s"": 2.79, ""prompt_tokens"": 793, ""completion_tokens"": 706, ""total_tokens"": 1499}}"
EVAL-95C3DB,2026-06-12 19:27:11.755006,1758567202.1156857,2025-09-22 18:53:22.295000+00:00,Successful sudo executed.,['T1548.003'],[],['T1548.003'],[],reports/report_1758567202.1156857.md,23.48,"{'prompt_tokens': 9854, 'completion_tokens': 2631, 'total_tokens': 12485}",3,"{""classification"": {""duration_s"": 3.36, ""prompt_tokens"": 1260, ""completion_tokens"": 189, ""total_tokens"": 1449}, ""cve_search_node"": {""duration_s"": 0.48, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.13, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 5.22, ""prompt_tokens"": 7147, ""completion_tokens"": 1700, ""total_tokens"": 8847}, ""final_report_node"": {""duration_s"": 14.4, ""prompt_tokens"": 1447, ""completion_tokens"": 742, ""total_tokens"": 2189}}"
EVAL-95C3DB,2026-06-12 19:27:24.103887,1758567362.115914,2025-09-22 18:56:02.451000+00:00,New user added to the system.,"['T1136.001', 'T1136']",[],['T1136'],[],reports/report_1758567362.115914.md,12.35,"{'prompt_tokens': 6880, 'completion_tokens': 2133, 'total_tokens': 9013}",3,"{""classification"": {""duration_s"": 2.35, ""prompt_tokens"": 1432, ""completion_tokens"": 102, ""total_tokens"": 1534}, ""mitre_search_node"": {""duration_s"": 0.07, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 4.07, ""prompt_tokens"": 4113, ""completion_tokens"": 1374, ""total_tokens"": 5487}, ""final_report_node"": {""duration_s"": 5.84, ""prompt_tokens"": 1335, ""completion_tokens"": 657, ""total_tokens"": 1992}}"
EVAL-95C3DB,2026-06-12 19:27:34.451916,1758567542.115997,2025-09-22 18:59:02.613000+00:00,Successful sudo to ROOT executed.,"['T1548.003', 'T1548', 'T1059.004']",[],['T1548.003'],[],reports/report_1758567542.115997.md,10.34,"{'prompt_tokens': 8168, 'completion_tokens': 2746, 'total_tokens': 10914}",3,"{""classification"": {""duration_s"": 1.02, ""prompt_tokens"": 1304, ""completion_tokens"": 121, ""total_tokens"": 1425}, ""mitre_search_node"": {""duration_s"": 0.1, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 6.52, ""prompt_tokens"": 4855, ""completion_tokens"": 1991, ""total_tokens"": 6846}, ""final_report_node"": {""duration_s"": 2.67, ""prompt_tokens"": 2009, ""completion_tokens"": 634, ""total_tokens"": 2643}}"
EVAL-95C3DB,2026-06-12 19:27:45.474317,1758565836.169357,2025-09-22 18:30:36.127000+00:00,Multiple web server 400 error codes from same source ip.,"['T1594', 'T1190', 'T1595.002']",[],['T1595.002'],[],reports/report_1758565836.169357.md,11.02,"{'prompt_tokens': 12027, 'completion_tokens': 2899, 'total_tokens': 14926}",3,"{""classification"": {""duration_s"": 1.31, ""prompt_tokens"": 3514, ""completion_tokens"": 125, ""total_tokens"": 3639}, ""mitre_search_node"": {""duration_s"": 0.11, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 6.59, ""prompt_tokens"": 5272, ""completion_tokens"": 2098, ""total_tokens"": 7370}, ""final_report_node"": {""duration_s"": 2.99, ""prompt_tokens"": 3241, ""completion_tokens"": 676, ""total_tokens"": 3917}}"
EVAL-95C3DB,2026-06-12 19:27:56.333181,1758565836.1733773,2025-09-22 18:30:36.260000+00:00,Suspicious URL access.,"['T1595.002', 'T1594']",[],['T1055'],[],reports/report_1758565836.1733773.md,10.85,"{'prompt_tokens': 8260, 'completion_tokens': 2829, 'total_tokens': 11089}",3,"{""classification"": {""duration_s"": 1.36, ""prompt_tokens"": 1298, ""completion_tokens"": 222, ""total_tokens"": 1520}, ""cve_search_node"": {""duration_s"": 0.18, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.14, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 5.65, ""prompt_tokens"": 5338, ""completion_tokens"": 1840, ""total_tokens"": 7178}, ""final_report_node"": {""duration_s"": 3.65, ""prompt_tokens"": 1624, ""completion_tokens"": 767, ""total_tokens"": 2391}}"
